"In Ontario, there is a seat belt law",A. Yes,true
"When a truck becomes disabled on the highway, where the speed limit is in excess of 60 km/h flares or reflectors must be placed approximately what distance ahead of and to the rear of the disabled vehicle?","A. 15 m (50 ft.)",false
"When a truck becomes disabled on the highway, where the speed limit is in excess of 60 km/h flares or reflectors must be placed approximately what distance ahead of and to the rear of the disabled vehicle?","B. 30 m (100 ft.)",true
"When a truck becomes disabled on the highway, where the speed limit is in excess of 60 km/h flares or reflectors must be placed approximately what distance ahead of and to the rear of the disabled vehicle?","C. 60 m (200 ft.)",false
"When a truck becomes disabled on the highway, where the speed limit is in excess of 60 km/h flares or reflectors must be placed approximately what distance ahead of and to the rear of the disabled vehicle?","D. 90 m (300 ft.)",false
"When selling a motor vehicle to another person, you, the seller, should","A. Notify the Ministry of the change of ownership within six days of date of sale",false
"When selling a motor vehicle to another person, you, the seller, should","B. Go with the buyer to a vehicle licence issuing office to carry out the change of ownership",false
"When selling a motor vehicle to another person, you, the seller, should","C. If selling the vehicle without a Safety Standards Certificate, you must return the vehicle licence plates and motor vehicle permit to a vehicle licence issuing office and obtain an Unfit Vehicle Permit in the buyer’s name",false
"When selling a motor vehicle to another person, you, the seller, should","D. All of the above",true
"At 15 Demerit points, your licence is suspended, after 30 days, the number of points on the driver’s record is","A. Reduce to 7 points",true
"At 15 Demerit points, your licence is suspended, after 30 days, the number of points on the driver’s record is","B. Reduce to 0 points",false
"At 15 Demerit points, your licence is suspended, after 30 days, the number of points on the driver’s record is","C. Reduce to 5 points",false
"At 15 Demerit points, your licence is suspended, after 30 days, the number of points on the driver’s record is","D. None of the above",false
"When approaching an intersection where a traffic signal light is red and a policeman motions you to go through, you should","A. Wait for the light to turn green",false
"When approaching an intersection where a traffic signal light is red and a policeman motions you to go through, you should","B. Obey the policeman’s signal and go through at once",true
"When approaching an intersection where a traffic signal light is red and a policeman motions you to go through, you should","C. Call the policeman’s attention to the red light",false
"When approaching an intersection where a traffic signal light is red and a policeman motions you to go through, you should","D. Stop to make sure he wants you to go through",false
"Except when passing, what distance must be maintained between commercial vehicles travelling in the same direction on the highway outside a city, town or village?","A. 30 m (100 ft.)",false
"Except when passing, what distance must be maintained between commercial vehicles travelling in the same direction on the highway outside a city, town or village?","B. 60 m (200 ft.)",false
"Except when passing, what distance must be maintained between commercial vehicles travelling in the same direction on the highway outside a city, town or village?","C. 120 m (400 ft.)",true
"Except when passing, what distance must be maintained between commercial vehicles travelling in the same direction on the highway outside a city, town or village?","D. 150 m (500 ft.)",false
"At what level of alcohol in the blood can you be convicted of being an impaired driver?","A. 0.03%",false
"At what level of alcohol in the blood can you be convicted of being an impaired driver?","B. 0.05%",false
"At what level of alcohol in the blood can you be convicted of being an impaired driver?","C. 0.08%",true
"At what level of alcohol in the blood can you be convicted of being an impaired driver?","D. 1.0%",false
"If you are convicted of drinking and driving, you will lose your driver’s licence on the first offence for","A. 1 month",false
"If you are convicted of drinking and driving, you will lose your driver’s licence on the first offence for","B. 3 months",false
"If you are convicted of drinking and driving, you will lose your driver’s licence on the first offence for","C. 6 months",false
"If you are convicted of drinking and driving, you will lose your driver’s licence on the first offence for","D. 1 year",true
"Unless otherwise posted, the maximum speed limit on the highway outside of a city, town, village or built-up area is","A. 100 kilometres (60 miles) an hour",false
"Unless otherwise posted, the maximum speed limit on the highway outside of a city, town, village or built-up area is","B. 80 kilometres (50 miles) an hour",true
"Unless otherwise posted, the maximum speed limit on the highway outside of a city, town, village or built-up area is","C. 60 kilometres (40 miles) an hour",false
"Unless otherwise posted, the maximum speed limit on the highway outside of a city, town, village or built-up area is","D. 50 kilometres (30 miles) an hour",false
"If you are driving and suddenly one of your tires blows out, you should","A. Concentrate on steering",false
"If you are driving and suddenly one of your tires blows out, you should","B. Take your foot off the gas pedal to slow down",false
"If you are driving and suddenly one of your tires blows out, you should","C. Bring the vehicle to a stop off the road",false
"If you are driving and suddenly one of your tires blows out, you should","D. All of the above",true
"When a streetcar is stopped to pick up or discharge passengers and there is a safety island, what does the law require you to do?","A. Pass with caution",true
"When a streetcar is stopped to pick up or discharge passengers and there is a safety island, what does the law require you to do?","B. Stop at least 2 metres behind the safety island",false
"When a streetcar is stopped to pick up or discharge passengers and there is a safety island, what does the law require you to do?","C. Sound horn and pass with caution",false
"When a streetcar is stopped to pick up or discharge passengers and there is a safety island, what does the law require you to do?","D. Pass on the left side of the streetcar",false
"When getting out of your car on a busy street you should open your door","A. After making the proper signals",false
"When getting out of your car on a busy street you should open your door","B. When you turn on your four-way flashers",false
"When getting out of your car on a busy street you should open your door","C. When you are sure that it can be done safely",true
"When getting out of your car on a busy street you should open your door","D. It does not matter",false
"When exiting an expressway you should","A. Give yourself plenty of time to move over to the lane closest to the exit",false
"When exiting an expressway you should","B. Slow down smoothly to the posted speed limit or to the prevailing speed on the exit ramp",false
"When exiting an expressway you should","C. Signal and maintain your speed until you are off the ramp",false
"When exiting an expressway you should","D. All of the above",true
"If two drivers enter an intersection from opposite directions at the same time, one going straight while the other is turning left, which vehicle has the right-of-way?","A. The one turning left",false
"If two drivers enter an intersection from opposite directions at the same time, one going straight while the other is turning left, which vehicle has the right-of-way?","B. The one going straight",true
"If two drivers enter an intersection from opposite directions at the same time, one going straight while the other is turning left, which vehicle has the right-of-way?","C. Both have the right-of-way",false
"If two drivers enter an intersection from opposite directions at the same time, one going straight while the other is turning left, which vehicle has the right-of-way?","D. Both cars should stop first and then proceed",false
"You should reduce your speed below the posted speed limits for which of the following reasons","A. Bad weather conditions",false
"You should reduce your speed below the posted speed limits for which of the following reasons","B. When approaching and crossing an intersection",false
"You should reduce your speed below the posted speed limits for which of the following reasons","C. In rush hour with stop and go traffic conditions",false
"You should reduce your speed below the posted speed limits for which of the following reasons","D. All of the above",true
"When approaching a sign that reads 'merging traffic' you must","A. Stop your vehicle before proceeding",false
"When approaching a sign that reads 'merging traffic' you must","B. Let the cars behind you go first",false
"When approaching a sign that reads 'merging traffic' you must","C. Honk your horn first before proceeding",false
"When approaching a sign that reads 'merging traffic' you must","D. Adjust your speed and position to avoid a collision with other vehicles",true
"Drivers who have vision restrictions noted on their driver’s licence must always wear glasses or contact lenses when","A. Watching movies",false
"Drivers who have vision restrictions noted on their driver’s licence must always wear glasses or contact lenses when","B. Driving",true
"Drivers who have vision restrictions noted on their driver’s licence must always wear glasses or contact lenses when","C. Reading",false
"Drivers who have vision restrictions noted on their driver’s licence must always wear glasses or contact lenses when","D. Sleeping",false
"If you are involved in an accident that was due to your use of a cellular phone while driving","A. Your insurance will increase",false
"If you are involved in an accident that was due to your use of a cellular phone while driving","B. You will be charged with careless driving and lose 6 demerit points",true
"If you are involved in an accident that was due to your use of a cellular phone while driving","C. Your licence will be suspended for one year",false
"If you are involved in an accident that was due to your use of a cellular phone while driving","D. You will have to take your road test again",false
"Why is it necessary to look over your shoulder when changing lanes?","A. It is a good exercise for your neck",false
"Why is it necessary to look over your shoulder when changing lanes?","B. There will always be a blind spot in your mirrors, no matter how you adjust them",true
"Why is it necessary to look over your shoulder when changing lanes?","C. To see who is driving",false
"Why is it necessary to look over your shoulder when changing lanes?","D. All of the above",false
"If your brakes fail","A. Pump the brake pedal",false
"If your brakes fail","B. Apply the parking brake gently but firmly",false
"If your brakes fail","C. Keep your hand on the release button (of the parking brake)",false
"If your brakes fail","D. All of the above",true
"The police have the right to stop any driver they suspect is impaired. If you refuse to take a breathalyzer test, your licence will be suspended immediately for","A. 30 days",false
"The police have the right to stop any driver they suspect is impaired. If you refuse to take a breathalyzer test, your licence will be suspended immediately for","B. 1 year",false
"The police have the right to stop any driver they suspect is impaired. If you refuse to take a breathalyzer test, your licence will be suspended immediately for","C. 60 days",false
"The police have the right to stop any driver they suspect is impaired. If you refuse to take a breathalyzer test, your licence will be suspended immediately for","D. 90 days",true
"If you are driving and your cellular phone rings, what should you do?","A. Pick up the phone quickly and talk briefly while driving",false
"If you are driving and your cellular phone rings, what should you do?","B. Let your voice mail service take the call and check your messages when you are parked",true
"If you are driving and your cellular phone rings, what should you do?","C. Answer the phone if there are no police around",false
"If you are driving and your cellular phone rings, what should you do?","D. Turn it off; it is illegal to talk on the cellular while driving",false
"Snow tires are good for","A. Summer driving",false
"Snow tires are good for","B. All season driving",false
"Snow tires are good for","C. Winter driving",true
"Snow tires are good for","D. Spring and fall only",false
"Level one drivers (G1) must keep their blood alcohol level at zero percent and be accompanied by a class G driver with a blood alcohol level of less than","A. 0.00%",false
"Level one drivers (G1) must keep their blood alcohol level at zero percent and be accompanied by a class G driver with a blood alcohol level of less than","B. 0.05%",true
"Level one drivers (G1) must keep their blood alcohol level at zero percent and be accompanied by a class G driver with a blood alcohol level of less than","C. 0.08%",false
"Level one drivers (G1) must keep their blood alcohol level at zero percent and be accompanied by a class G driver with a blood alcohol level of less than","D. 0.03%",false
"You must report an accident to the police under what condition?","A. There is less than $600 damage",false
"You must report an accident to the police under what condition?","B. The damage is over $1000",false
"You must report an accident to the police under what condition?","C. If someone has been hurt or killed",false
"You must report an accident to the police under what condition?","D. 2 and 3 are correct",true
"As a level one or level two driver you will have your licence suspended if you collect 9 or more demerit points during a two year period. 60 days after suspension your record will be reduced to","A. 6 points",false
"As a level one or level two driver you will have your licence suspended if you collect 9 or more demerit points during a two year period. 60 days after suspension your record will be reduced to","B. 4 points",true
"As a level one or level two driver you will have your licence suspended if you collect 9 or more demerit points during a two year period. 60 days after suspension your record will be reduced to","C. Zero",false
"As a level one or level two driver you will have your licence suspended if you collect 9 or more demerit points during a two year period. 60 days after suspension your record will be reduced to","D. 2 points",false
"Under the Highway Traffic Act, if you are convicted of driving while your licence is suspended, assuming it is your first offence, you will","A. Receive a fine of $500",false
"Under the Highway Traffic Act, if you are convicted of driving while your licence is suspended, assuming it is your first offence, you will","B. Be fined between $1000 to $5000",true
"Under the Highway Traffic Act, if you are convicted of driving while your licence is suspended, assuming it is your first offence, you will","C. Be sentenced to six months in jail",false
"Under the Highway Traffic Act, if you are convicted of driving while your licence is suspended, assuming it is your first offence, you will","D. All of the above",false
"At night when you meet another vehicle with blinding bright lights, the safest thing to do is","A. Open and shut your eyes rapidly",false
"At night when you meet another vehicle with blinding bright lights, the safest thing to do is","B. Look at the headlights of the approaching vehicle",false
"At night when you meet another vehicle with blinding bright lights, the safest thing to do is","C. Turn your lights on high beam",false
"At night when you meet another vehicle with blinding bright lights, the safest thing to do is","D. Look slightly to the right-hand side",true
"When two cars reach an uncontrolled intersection at approximately the same time the right-of-way should be given to","A. The one approaching from the left",false
"When two cars reach an uncontrolled intersection at approximately the same time the right-of-way should be given to","B. The one approaching from the right",true
"When two cars reach an uncontrolled intersection at approximately the same time the right-of-way should be given to","C. Neither one",false
"When two cars reach an uncontrolled intersection at approximately the same time the right-of-way should be given to","D. The one moving faster",false
"In what lane of traffic should you drive when you intend to make a right-hand turn?","A. Close to the left side of the roadway",false
"In what lane of traffic should you drive when you intend to make a right-hand turn?","B. Close to the right-hand side of the roadway",true
"In what lane of traffic should you drive when you intend to make a right-hand turn?","C. Close to the centre line of the roadway",false
"In what lane of traffic should you drive when you intend to make a right-hand turn?","D. Does not matter",false
"When you are deciding whether or not to make a U-turn, your first consideration should be to check","A. Traffic regulations",true
"When you are deciding whether or not to make a U-turn, your first consideration should be to check","B. Presence of trees, fire hydrants, or poles near the curb",false
"When you are deciding whether or not to make a U-turn, your first consideration should be to check","C. Turning radius of your car",false
"When you are deciding whether or not to make a U-turn, your first consideration should be to check","D. Height of curb",false
"What is the only effective way to remove alcohol from your body?","A. Drinking strong coffee",false
"What is the only effective way to remove alcohol from your body?","B. Allow your body time to get rid of the alcohol",true
"What is the only effective way to remove alcohol from your body?","C. Taking a cold shower",false
"What is the only effective way to remove alcohol from your body?","D. Drinking more wine",false
"If you miss an expressway exit, what should you do?","A. Stop on the shoulder and check your map",false
"If you miss an expressway exit, what should you do?","B. If there are no cars, you may back up",false
"If you miss an expressway exit, what should you do?","C. Go straight and exit at the next exit",true
"If you miss an expressway exit, what should you do?","D. Make a U-turn",false
"If you are involved in an accident and another person is injured you should","A. Keep talking to the injured person",false
"If you are involved in an accident and another person is injured you should","B. Move the injured person away from the vehicle immediately",false
"If you are involved in an accident and another person is injured you should","C. Do not move the injured person unnecessarily; keep the injured person warm and administer first aid if possible",true
"If you are involved in an accident and another person is injured you should","D. Don't talk to the injured person",false
"Before leaving your car parked on a downgrade, you should","A. Leave your front wheels parallel to the curb",false
"Before leaving your car parked on a downgrade, you should","B. Turn your front wheels to the left and set your parking brake",false
"Before leaving your car parked on a downgrade, you should","C. Set your parking brake only",false
"Before leaving your car parked on a downgrade, you should","D. Turn your front wheels to the right and set your parking brake",true
"It is more dangerous to drive at the maximum speed limit at night than during day-time because","A. Some drivers unlawfully drive with parking lights only",false
"It is more dangerous to drive at the maximum speed limit at night than during day-time because","B. You cannot see as far ahead at night",true
"It is more dangerous to drive at the maximum speed limit at night than during day-time because","C. The roadway are more apt to be slippery at night",false
"It is more dangerous to drive at the maximum speed limit at night than during day-time because","D. Your reaction time is slower at night",false
"The broken centre line on a roadway means you may","A. Never pass",false
"The broken centre line on a roadway means you may","B. Pass if the way is clear",true
"The broken centre line on a roadway means you may","C. Pass at any time",false
"The broken centre line on a roadway means you may","D. Pass only during daylight hours",false
"How close to a fire hydrant may you legally park?","A. 3 metres (10 ft.)",true
"How close to a fire hydrant may you legally park?","B. 4.5 metres (15 ft.)",false
"How close to a fire hydrant may you legally park?","C. 1.5 metres (5 ft.)",false
"How close to a fire hydrant may you legally park?","D. 6 metres (20 ft.)",false
"Except when you intend to overtake and pass another vehicle or when you intend to make a left turn, you should","A. Drive in the centre of the roadway",false
"Except when you intend to overtake and pass another vehicle or when you intend to make a left turn, you should","B. Always keep well to the right",true
"Except when you intend to overtake and pass another vehicle or when you intend to make a left turn, you should","C. Drive on the shoulder of the highway",false
"Except when you intend to overtake and pass another vehicle or when you intend to make a left turn, you should","D. Always keep well to the left",false
"Parking lights may be used","A. At any time",false
"Parking lights may be used","B. For Parking only",true
"Parking lights may be used","C. When driving in heavy fog",false
"Parking lights may be used","D. When driving on well-lighted street",false
"A solid centre line on the roadway is on your side of a broken centre line. What does the solid centre line mean?","A. It is unsafe to overtake and pass",true
"A solid centre line on the roadway is on your side of a broken centre line. What does the solid centre line mean?","B. Pass only when no traffic is in sight",false
"A solid centre line on the roadway is on your side of a broken centre line. What does the solid centre line mean?","C. It is safe to overtake and pass",false
"A solid centre line on the roadway is on your side of a broken centre line. What does the solid centre line mean?","D. Pass at any time",false
"The best way to stop quickly on a wet or icy roadway is to","A. Pump the brake until you come to a stop",false
"The best way to stop quickly on a wet or icy roadway is to","B. Keep foot off brake and let compression stop you",false
"The best way to stop quickly on a wet or icy roadway is to","C. Slam on brake and try to prevent vehicle from skidding",false
"The best way to stop quickly on a wet or icy roadway is to","D. Apply brakes the same way you always do",true
"If you lose control of your vehicle and it goes off the road, you should","A. Grip the steering wheel firmly",false
"If you lose control of your vehicle and it goes off the road, you should","B. Take your foot off the gas pedal to slow down and avoid heavy braking",false
"If you lose control of your vehicle and it goes off the road, you should","C. When the vehicle is under control steer back to the road",false
"If you lose control of your vehicle and it goes off the road, you should","D. All of the above",true
"Under the Criminal Code, if you are caught driving while your licence is suspended, your vehicle will be impounded for","A. 1 year",false
"Under the Criminal Code, if you are caught driving while your licence is suspended, your vehicle will be impounded for","B. 6 months",false
"Under the Criminal Code, if you are caught driving while your licence is suspended, your vehicle will be impounded for","C. 45 days",true
"Under the Criminal Code, if you are caught driving while your licence is suspended, your vehicle will be impounded for","D. 30 days",false
"When taking any medication, you should","A. Have someone follow you home",false
"When taking any medication, you should","B. Drive even slower",false
"When taking any medication, you should","C. Consult your doctor about the effects before driving",true
"When taking any medication, you should","D. Drink lots of water",false
"What should you do if your vehicle becomes disabled on the highway?","A. Park with all your four wheels off the travelled highway, if possible",true
"What should you do if your vehicle becomes disabled on the highway?","B. Stop where you are",false
"What should you do if your vehicle becomes disabled on the highway?","C. Stop in the right lane",false
"What should you do if your vehicle becomes disabled on the highway?","D. Stop in the left lane",false
"A defensive driver will","A. Drive faster in the rain",false
"A defensive driver will","B. Play music loudly",false
"A defensive driver will","C. Consider what other drivers might do and is always prepared",true
"A defensive driver will","D. Talk on the cell phone while driving",false
"Which of the following hand-and-arm signals is correct for slowing or stopping?","A. Arm out and up",false
"Which of the following hand-and-arm signals is correct for slowing or stopping?","B. Arm straight out the window",false
"Which of the following hand-and-arm signals is correct for slowing or stopping?","C. Arm out and down",true
"Which of the following hand-and-arm signals is correct for slowing or stopping?","D. Circle motion",false
"You are required to keep a safe distance behind the vehicle in front of you at 50 kilometres (30 miles) an hour. You should keep at least","A. Seven car lengths behind the other vehicle",false
"You are required to keep a safe distance behind the vehicle in front of you at 50 kilometres (30 miles) an hour. You should keep at least","B. Three car lengths behind the other vehicle",false
"You are required to keep a safe distance behind the vehicle in front of you at 50 kilometres (30 miles) an hour. You should keep at least","C. One car length behind the other vehicle",false
"You are required to keep a safe distance behind the vehicle in front of you at 50 kilometres (30 miles) an hour. You should keep at least","D. Five car lengths behind the other vehicle",true
"When driving a motor vehicle on the highway at night, you should use low beam headlights (dim lights) when","A. Approaching an intersection",false
"When driving a motor vehicle on the highway at night, you should use low beam headlights (dim lights) when","B. Meeting or following another vehicle",true
"When driving a motor vehicle on the highway at night, you should use low beam headlights (dim lights) when","C. Another driver dims his lights",false
"When driving a motor vehicle on the highway at night, you should use low beam headlights (dim lights) when","D. Blinded by the headlights of an approaching vehicle",false
"What must a driver do before entering a highway from a private road or driveway?","A. Sound horn and proceed with caution",false
"What must a driver do before entering a highway from a private road or driveway?","B. Enter or cross the highway as quickly as possible",false
"What must a driver do before entering a highway from a private road or driveway?","C. Give hand signal then take right-of-way",false
"What must a driver do before entering a highway from a private road or driveway?","D. Yield right-of-way to all vehicles approaching on the highway",true
"Demerit points lost will remain on your driver’s record for a period of ______ from the date of offence.","A. One year",false
"Demerit points lost will remain on your driver’s record for a period of ______ from the date of offence.","B. Two years",true
"Demerit points lost will remain on your driver’s record for a period of ______ from the date of offence.","C. Three years",false
"Demerit points lost will remain on your driver’s record for a period of ______ from the date of offence.","D. Five years",false
"As a level one or level two driver, if you collect nine or more points during a two-year period, your licence will be suspended for","A. 60 days",false
"As a level one or level two driver, if you collect nine or more points during a two-year period, your licence will be suspended for","B. 30 days",true
"As a level one or level two driver, if you collect nine or more points during a two-year period, your licence will be suspended for","C. 1 year",false
"As a level one or level two driver, if you collect nine or more points during a two-year period, your licence will be suspended for","D. 15 days",false
"Highway 407 is","A. The longest highway in Ontario",false
"Highway 407 is","B. A new highway",false
"Highway 407 is","C. An express toll route (pay toll highway)",true
"Highway 407 is","D. An expressway to the USA",false
"To get your vehicle out of a skid, you should first","A. Steer in the opposite direction of the skid",false
"To get your vehicle out of a skid, you should first","B. Steer straight ahead",false
"To get your vehicle out of a skid, you should first","C. Apply brake hard",false
"To get your vehicle out of a skid, you should first","D. Steer in the direction of the skid",true
"Most automobile skids are the result of","A. Under-inflated tires",false
"Most automobile skids are the result of","B. Over-inflated tires",false
"Most automobile skids are the result of","C. Snow or ice on the road",false
"Most automobile skids are the result of","D. Driving too fast",true
"Roadways are most slippery","A. During a heavy downpour",false
"Roadways are most slippery","B. After it has been raining for awhile",false
"Roadways are most slippery","C. The first rain after a dry spell",true
"Roadways are most slippery","D. In construction zones",false
"If you become very tired while driving you should","A. Stop and rest",true
"If you become very tired while driving you should","B. Drink coffee",false
"If you become very tired while driving you should","C. Drive faster to your destination",false
"If you become very tired while driving you should","D. Open your windows to allow fresh air in the car",false
"If you are approaching an intersection and the traffic lights are not working, you should","A. Yield to the traffic to your right",false
"If you are approaching an intersection and the traffic lights are not working, you should","B. Stop until no cars are passing and then go",false
"If you are approaching an intersection and the traffic lights are not working, you should","C. Treat it as a four-way stop sign",false
"If you are approaching an intersection and the traffic lights are not working, you should","D. Slow down and proceed with caution",true
"When approaching an intersection and you notice the roadway beyond the intersection is blocked with traffic, you should","A. Keep as close as possible to the car ahead",false
"When approaching an intersection and you notice the roadway beyond the intersection is blocked with traffic, you should","B. Proceed slowly into the intersection until the traffic ahead moves on",false
"When approaching an intersection and you notice the roadway beyond the intersection is blocked with traffic, you should","C. Stop before entering the intersection and wait until traffic ahead moves on",true
"When approaching an intersection and you notice the roadway beyond the intersection is blocked with traffic, you should","D. Sound horn to warn cars ahead to move on",false
"Level one and level two drivers must have a blood alcohol level of zero when driving. New drivers caught drinking and driving will be charged under the Criminal Code and will get how many days suspension?","A. 30 days",true
"Level one and level two drivers must have a blood alcohol level of zero when driving. New drivers caught drinking and driving will be charged under the Criminal Code and will get how many days suspension?","B. 60 days",false
"Level one and level two drivers must have a blood alcohol level of zero when driving. New drivers caught drinking and driving will be charged under the Criminal Code and will get how many days suspension?","C. 90 days",false
"Level one and level two drivers must have a blood alcohol level of zero when driving. New drivers caught drinking and driving will be charged under the Criminal Code and will get how many days suspension?","D. 1 year",false
"Hydroplaning occurs during heavy rain when a vehicle's tires ride up above the water on the roadway. To help prevent hydroplaning you should","A. Ensure that your tires on your vehicle have good tread depth",false
"Hydroplaning occurs during heavy rain when a vehicle's tires ride up above the water on the roadway. To help prevent hydroplaning you should","B. Ensure that the tires on the vehicle are inflated to the proper tire pressure",false
"Hydroplaning occurs during heavy rain when a vehicle's tires ride up above the water on the roadway. To help prevent hydroplaning you should","C. Reduce vehicle speed when driving in the rain",false
"Hydroplaning occurs during heavy rain when a vehicle's tires ride up above the water on the roadway. To help prevent hydroplaning you should","D. All of the above",true
"The two-second rule is used to determine","A. How fast they can react to obstacles",false
"The two-second rule is used to determine","B. How fast they are travelling",false
"The two-second rule is used to determine","C. How much gas you will save",false
"The two-second rule is used to determine","D. If they are following at a safe distance",true
"When approaching a construction area, drivers should","A. Honk the horn a few times to let the workers know you are approaching",false
"When approaching a construction area, drivers should","B. Watch for children",false
"When approaching a construction area, drivers should","C. Slow down and yield the right-of-way",true
"When approaching a construction area, drivers should","D. Speed up to get out of the area quicker",false
"When are broken white lines (dashes) used on streets and highways?","A. On a two-way street",false
"When are broken white lines (dashes) used on streets and highways?","B. When it is a no-stopping zone",false
"When are broken white lines (dashes) used on streets and highways?","C. When passing is permitted",true
"When are broken white lines (dashes) used on streets and highways?","D. On a one-way street or highway that has more than one lane of traffic moving in the same direction",false